StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q379,Q380,Q381,Q382,Q383,Consent,C_One_Office,C_One_Know,C_One_Day,C_One_Struc,Q333_First Click,Q333_Last Click,Q333_Page Submit,Q333_Click Count,Micro1_One_Exp_A1_1,Micro1_One_Exp_A2_1,Micro2_One_Exp_A2_1,Micro2_One_Exp_A1_1,Q386_First Click,Q386_Last Click,Q386_Page Submit,Q386_Click Count,Micro1_One_Cause_A1_1,Micro1_One_Cause_A2_1,Micro_One_Cause_A2_1,Micro_One_Cause_A1_1,C_One_Freq,C_Sep_Office,C_Sep_Know,C_Sep_Day,C_Sep_Struc,Q397_First Click,Q397_Last Click,Q397_Page Submit,Q397_Click Count,Micro1_Sep_Exp_A1_1,Micro1_Sep_Exp_A2_1,Micro2_Sep_Exp_A2_1,Micro2_Sep_Exp_A1_1,Q404_First Click,Q404_Last Click,Q404_Page Submit,Q404_Click Count,Micro1_Sep_Cause_A1_1,Micro1_Sep_Cause_A2_1,Micro2_Sep_Cause_A2_1,Micro2_Sep_Cause_A1_1,C_Sep_Freq,C_One_Office,C_One_Know,C_One_Day,C_One_Struc,Q415_First Click,Q415_Last Click,Q415_Page Submit,Q415_Click Count,Coffee1_One_Exp_A1_1,Coffee1_One_Exp_A2_1,Coffee2_One_Exp_A2_1,Coffee2_One_Exp_A1_1,Q418_First Click,Q418_Last Click,Q418_Page Submit,Q418_Click Count,Coffee1_One_Cause_A1_1,Coffee1_One_Cause_A2_1,Coffee2_One_Cause_A2_1,Coffee2_One_Cause_A1_1,C_One_Freq,C_Sep_Office,C_Sep_Know,C_Sep_Day,C_Sep_Struc,Q428_First Click,Q428_Last Click,Q428_Page Submit,Q428_Click Count,Coffee1_Sep_Exp_A1_1,Coffee1_Sep_Exp_A2_1,Coffee2_Sep_Exp_A2_1,Coffee2_Sep_Exp_A1_1,Q433_First Click,Q433_Last Click,Q433_Page Submit,Q433_Click Count,Coffee1_Sep_Cause_A1_1,Coffee1_Sep_Cause_A2_1,Coffee2_Sep_Cause_A2_1,Coffee2_Sep_Cause_A1_1,C_Sep_Freq,Age,Gender,Explanation,Suggestions,Condition,Order
04/11/2019 20:25,04/11/2019 20:32,0,75.191.15.75,100,414,1,04/11/2019 20:32,R_1i2v2c4yk5nL0Kq,,,,,36.29600525,-76.24349976,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,1,0,0,34.19,0,1,7,,,0,0,10.118,0,4,4,,,1,2,2,2,1,0,0,34.87,0,2,6,,,0,0,11.341,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,I made my judgement based on who used the microwave more than the other person,,2,1
04/11/2019 20:24,04/11/2019 20:32,0,23.81.95.116,100,501,1,04/11/2019 20:32,R_1QG79RJvKrovVmc,,,,,33.27270508,-111.8277969,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,85.511,0,,,6,6,0,0,24.708,0,,,6,6,1,1,1,1,1,0,0,71.433,0,,,6,6,25.722,25.722,26.795,1,,,6,6,1,54,1,dan coffe make frequintly,good,4,2
04/11/2019 20:24,04/11/2019 20:32,0,216.213.71.37,100,520,1,04/11/2019 20:32,R_1Hkl7ogNGuclDJe,,,,,44.00360107,-103.358902,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,33.369,33.369,42.902,1,2,6,,,9.267,9.267,10.456,1,2,7,,,1,2,2,2,2,33.466,33.466,54.661,1,2,6,,,14.379,14.379,17.192,1,3,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,"In the first video, the two people didn't know each other. So they didn't know who or when they were going to use the microwave. So it's not either of their fault entirely. In the 2nd video, they know each others routines. So, the person should know that the 1st person uses the microwave every day, the 2nd person shouldn't use it.",,2,1
04/11/2019 20:24,04/11/2019 20:33,0,73.181.132.151,100,581,1,04/11/2019 20:33,R_UGdPImYSgAn7FND,,,,,47.94250488,-122.2138977,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,41.408,0,,,7,1,0,0,14.174,0,,,5,3,1,2,2,2,2,0,0,34.6,0,,,4,4,3.306,3.945,13.186,2,,,4,4,1,25,1,"When the two people shared an office they could observe that one person drinks coffee every day and the other doesn't, it is then the person who doesn't drink coffee every day to not cause the power failure. In the other situation the two coworkers cannot observe the other's habits so it is not explicitly ones fault",N/A,3,2
04/11/2019 20:24,04/11/2019 20:35,0,73.98.19.110,100,675,1,04/11/2019 20:35,R_5tiMnWEHB9sbubT,,,,,35.23390198,-106.6200027,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,43.261,0,1,7,,,0,0,16.399,0,2,6,,,1,2,2,2,2,0,0,35.771,0,4,4,,,0,0,16.844,0,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,"On the first video, since both people worked together and knew each other well, it should have been known that one of the two frequently uses the microwave each day. So, when they switched offices, it should have been well known that the microwave was going to be used that day. So, the person that does not frequently use the microwave is to blame because he knew that the other microwave was going to be used as well that day. In the other scenario, since the two people worked separately and didn't know each others habits, neither could really be blamed over the other. So, it was equally each others faults. ",,1,1
04/11/2019 20:32,04/11/2019 20:38,0,173.88.191.245,100,397,1,04/11/2019 20:38,R_x3DNbPcXa4x5zCV,,,,,41.19099426,-80.9701004,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,48.482,49.502,50.054,2,1,5,,,4.679,16.321,16.899,2,5,6,,,1,2,2,2,1,37.246,37.246,37.918,1,4,4,,,13.196,13.196,13.909,1,4,1,,,1,37,2,the first two men were closer so they should have know and agreed who would make coffee on friday. the other men never talked so they were less at fault,,3,1
04/11/2019 20:29,04/11/2019 20:40,0,70.114.131.174,100,677,1,04/11/2019 20:40,R_2aQTnQdXtRyIDXq,,,,,30.51539612,-97.66889954,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,45.913,0,,,7,1,0,0,15.44,0,,,6,1,1,2,2,2,2,72.864,72.864,77.169,1,,,1,1,16.78,16.78,17.21,1,,,1,1,1,41,1,"In the situation where neither person was aware of the other's activities during the week, there was no way for them to know that the other person would make coffe on friday in addition to themselves.

In the second scenario, Bob was completely aware that Dan made coffee every day, and Dan never saw Bob make coffee.  Therefore, it would be logical to assume that Dan would not expect Bob to make coffee and he would continue to do his normal routine.  Bob, on the other hand, should fully expect dan to make coffee and should be aware of this fact before making it himself.","None, thank you.",4,2
04/11/2019 20:34,04/11/2019 20:41,0,108.193.193.210,100,457,1,04/11/2019 20:41,R_3s6qACsWJTQlBrt,,,,,37.55439758,-97.25859833,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,207.517,207.517,208.376,1,,,4,4,0,0,48.902,0,,,4,4,1,1,2,1,1,0,0,32.889,0,,,4,4,0,0,12.329,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,I just watched and chose based on what i saw,,2,2
04/11/2019 20:33,04/11/2019 20:42,0,72.73.27.195,100,524,1,04/11/2019 20:42,R_3HXEqMtUaPtIYd0,,,,,38.27099609,-77.54949951,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,60.807,61.223,61.605,2,4,2,,,9.776,10.597,11.586,2,6,4,,,1,2,2,2,2,36.138,36.138,36.911,1,1,4,,,12.112,12.112,13.488,1,7,3,,,1,40,1,I just tried to guess the best I could with the information that was given to me.,,4,1
04/11/2019 20:34,04/11/2019 20:43,0,71.233.121.19,100,532,1,04/11/2019 20:43,R_2YEtvjVqU2XOUpz,,,,,41.61270142,-70.91670227,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,47.324,0,1,7,,,0,0,17.941,0,7,7,,,1,2,2,2,2,34.896,34.896,36.74,1,1,1,,,0,0,13.296,0,7,7,,,1,41,1,"Regardless of how frequent the coffee makers were being used during the week, it had no bearing on who's fault it was on Friday when only one coffee maker was allowed to be running at one time. Both people were responsible for the power outage.",,3,1
04/11/2019 20:31,04/11/2019 20:43,0,75.151.230.113,100,720,1,04/11/2019 20:43,R_2P4F803GrgU9boC,,,,,40.26919556,-80.16110229,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,51.074,0,1,7,,,0,0,19.007,0,1,7,,,1,2,2,2,2,0,0,36.825,0,1,1,,,0,0,19.725,0,1,7,,,1,45,2,"With Dan and Bob, Bob would know that Dan makes the coffee everyday, so he would just need to go to Dan's office to get a cup of coffee.  With James and Henry, James makes coffee everyday and Henry never drinks coffee, on Friday he would be aware of the companies rule so he should check to see if anyone else is making coffee before he does",,4,1
04/11/2019 20:34,04/11/2019 20:43,0,76.211.180.20,100,571,1,04/11/2019 20:43,R_1i5r80t3j2iMpbp,,,,,29.57380676,-98.22920227,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,0,0,69.741,0,,,7,1,0,0,10.996,0,,,6,6,1,2,2,2,2,0,0,33.957,0,,,4,4,0,0,15.401,0,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,"In both videos I think each are responsible for the power outage because each of them knew there was a chance another would use the microwave. Although the second group did not know the other, it is a known company policy to have a Green Energy day on Friday. They chose to use the microwave rather than just not using it on a Friday.",none,1,2
04/11/2019 20:35,04/11/2019 20:44,0,173.23.42.244,100,541,1,04/11/2019 20:44,R_1gCTI8vxD7TuaCV,,,,,42.09790039,-89.08380127,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,52.669,0,,,7,1,0,0,14.788,0,,,7,7,1,2,2,2,2,0,0,34.334,0,,,4,4,0,0,14.786,0,,,7,7,1,39,2,If both people made coffee it equally caused the power failure. The people that mostly work together could have had a discussion first.,No comments at the current time.,3,2
04/11/2019 20:34,04/11/2019 20:45,0,76.118.217.197,100,643,1,04/11/2019 20:45,R_2rOBl2GIgLUIkLE,,,,,42.1177063,-72.64450073,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,44.311,52.267,52.772,4,5,3,,,6.682,23.559,29.601,8,5,3,,,1,2,2,2,2,2.884,38.034,39.192,2,4,4,,,3.313,3.313,18.34,1,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,I made them based on common sense. The answers jump out at you really. ,,2,1
04/11/2019 20:41,04/11/2019 20:46,0,73.189.34.112,100,306,1,04/11/2019 20:46,R_tKdSqLWZ66LHCJb,,,,,37.34170532,-121.975296,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,48.051,48.051,48.5,1,,,7,1,0,0,13.307,0,,,7,2,1,2,2,2,2,0,0,33.887,0,,,1,1,0,0,13.362,0,,,7,7,1,30,2,"the first video, the guy knew he made coffee everyday so should have expected it, the second video it was just by chance so they are both at fault",,3,2
04/11/2019 20:36,04/11/2019 20:49,0,75.54.118.10,100,780,1,04/11/2019 20:49,R_1EcXzBZSBtBm19r,,,,,33.95550537,-118.2863007,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,39.922,0,,,7,2,0,0,17.011,0,,,7,4,1,2,2,2,2,0,0,73.997,0,,,2,2,0,0,14.945,0,,,6,6,1,51,2,"James and Henry don't know each other so there was no way of knowing what the other was going to do. They were both, however, responsible for the power failure just by being ignorant.

Dan and Bob see each other every day, but Bob knew Dan's behavior and I blame Bob for the power failure. ",,4,2
04/11/2019 20:38,04/11/2019 20:50,0,66.171.12.144,100,714,1,04/11/2019 20:50,R_2y7woeDiw6TGX4V,,,,,30.68260193,-94.89880371,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,47.775,0,,,4,4,0,0,20.315,0,,,4,4,1,2,2,2,2,0,0,34.418,0,,,6,4,0,0,18.223,0,,,4,4,1,49,1,Neither video provided enough information to make a reasonable assumption of what the other person does on fridays ,,3,2
04/11/2019 20:40,04/11/2019 20:50,0,172.58.75.10,100,590,1,04/11/2019 20:50,R_xnsnTTyODRwiFBT,,,,,36.12199402,-115.0859985,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,1,0,0,58.166,0,1,1,,,0,0,13.094,0,6,6,,,1,2,2,2,1,0,0,36.523,0,1,1,,,0,0,24.681,0,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,"I feel that if no one is suppose to use the microwave on a certain day, then they shouldn't.",none,2,1
04/11/2019 20:38,04/11/2019 20:51,0,97.75.235.140,100,783,1,04/11/2019 20:51,R_1f401NyTSxgBHgE,,,,,32.7118988,-92.09809875,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,2,2,0,0,50.688,0,1,7,,,0,0,16.191,0,1,5,,,1,2,2,2,2,0,0,35.679,0,1,1,,,0,0,57.452,0,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,logically if a person could not know another microwave was in use neither one would be the total cause but using the microwave in itself did cause the outage so there still was some blame,,1,1
04/11/2019 20:43,04/11/2019 20:52,0,73.143.198.81,100,524,1,04/11/2019 20:52,R_WjUpGi7nQxmATg5,,,,,41.67390442,-70.19490051,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,2,0,0,52.384,0,7,7,,,0,0,9.952,0,7,7,,,1,1,1,1,1,0,0,32.9,0,7,7,,,4.961,4.961,17.088,1,7,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,"i saw the videos and made a judgement
",no problems ,2,1
04/11/2019 20:41,04/11/2019 20:52,0,47.152.98.57,100,661,1,04/11/2019 20:52,R_r8OSuu2St64MUlH,,,,,33.73989868,-117.0150986,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,58.312,0,1,7,,,0,0,23.104,0,5,6,,,1,2,2,2,1,0,0,43.183,0,1,1,,,0,0,21.61,0,5,5,,,1,33,1,"the first one, neither of them knew the other existed, so they couldn't of made a plan. The second one, bob didn't make coffee all week, then makes it the one day the power can get shut off.",none,4,1
04/11/2019 20:42,04/11/2019 20:54,0,108.70.32.22,100,707,1,04/11/2019 20:54,R_3EbCkKNWjusoXwb,,,,,35.13130188,-84.875,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,45.865,0,,,7,1,0,0,13.257,0,,,5,5,1,2,2,2,2,0,0,35.162,0,,,4,4,0,0,17.562,0,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,"Assuming no conversation was had discussing who would use the microwave Friday, I'd say anyone using it would be at least partly responsible, and all equally so. ",,1,2
04/11/2019 20:53,04/11/2019 20:54,0,50.239.137.40,100,66,1,04/11/2019 20:54,R_3KvVMKj7e9gmpuW,,,,,36.40280151,-97.86229706,anonymous,EN,it's a beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2019 20:44,04/11/2019 20:55,0,173.69.62.51,100,642,1,04/11/2019 20:55,R_0fz4iklnXzMi2xb,,,,,41.77659607,-71.43830109,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,10.183,10.183,45.676,1,1,6,,,0,0,11.978,0,6,6,,,1,2,2,2,2,0,0,48.447,0,2,2,,,0,0,11.243,0,6,6,,,1,44,2,I tried to think about the prior knowledge that each person had in regards to making coffee and used that information to decide who was to blame.,,4,1
04/11/2019 20:48,04/11/2019 20:55,0,71.28.88.178,100,435,1,04/11/2019 20:55,R_1F4UD99CnYctIvX,,,,,35.13619995,-80.76730347,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,46.445,0,2,7,,,0,0,11.772,0,1,7,,,1,2,2,2,2,0,0,38.065,0,3,2,,,0,0,19.727,0,5,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,I made my judgements primarily based on what the workers should have known based on their knowledge of others.,"No, but thanks for the HIT!  I did my best and hope the data is useful!",2,1
04/11/2019 20:48,04/11/2019 20:56,0,172.97.16.228,100,486,1,04/11/2019 20:56,R_0J5WBLYSowgSL9D,,,,,37.73249817,-83.02980042,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,47.521,0,,,7,1,0,0,16.054,0,,,7,2,1,2,2,2,2,0,0,39.037,0,,,1,1,0,0,15.338,0,,,4,4,1,39,2,Just by watching the videos and who made coffee the most frequently.,,3,2
04/11/2019 20:44,04/11/2019 20:59,0,5.62.59.51,100,913,1,04/11/2019 20:59,R_1GPvtepMQFH9nNR,,,,,41.82330322,-71.44100189,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,99.125,0,,,7,1,0,0,22.938,0,,,7,7,1,2,2,2,2,0,0,85.703,0,,,4,4,36.185,50.721,51.377,2,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,both employees were responsible for the power cuts in both scenarios because they all used microwaves at the same time,,1,2
04/11/2019 20:51,04/11/2019 21:00,0,24.61.141.136,100,566,1,04/11/2019 21:00,R_9QSc4D7OyeX8bsZ,,,,,42.12879944,-72.57779694,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,73.675,0,1,7,,,0,0,31.814,0,2,6,,,1,2,2,2,2,0,0,55.073,0,1,1,,,0,0,36.062,0,7,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,"In the first one, the two guys knew what each other did. I can't remember their names, but guy #2 knew guy #1 used the microwave every day. So he should have known there was a very high probability guy #1 would use the microwave on Friday. In the second scenario neither guy knew anything about the other or their microwave usage.",,1,1
04/11/2019 20:51,04/11/2019 21:01,0,73.63.27.235,100,581,1,04/11/2019 21:01,R_1lcVJ6caXpG7qbp,,,,,40.60380554,-112.0404968,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,49.377,0,,,4,4,10.868,10.868,14.11,1,,,4,6,1,2,2,2,2,0,0,32.457,0,,,1,1,0,0,9.691,0,,,1,1,2,41,2,"When the two people are in two separate offices, they cannot be held accountable for knowing each other's routine or for what the other does. ",,3,2
04/11/2019 20:46,04/11/2019 21:03,0,68.51.38.184,100,1014,1,04/11/2019 21:03,R_1mjWlTw9SMHFsyT,,,,,40.74920654,-86.06800079,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,11.798,11.798,45.224,1,1,7,,,1.51,1.51,13.11,1,7,7,,,1,2,2,2,2,34.504,34.504,37.341,1,4,4,,,1.08,1.08,15.518,1,7,7,,,1,32,1,I'd look at who used the machine more frequently and who caused outages.,,4,1
04/11/2019 20:57,04/11/2019 21:05,0,68.56.49.129,100,470,1,04/11/2019 21:05,R_01hNIGGQonoJgg9,,,,,42.8697052,-85.66280365,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,0,0,43.094,0,1,7,,,0,0,10.605,0,6,7,,,1,2,2,2,2,9.976,9.976,36.685,1,1,4,,,0,0,17.507,0,7,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,"I made my judgments based on if the people knew each other and knew what the other person did throughout the day. The first scenario, the people would have no idea what the other does, however in the second they did, so the power failure should not have happened.",,2,1
04/11/2019 20:54,04/11/2019 21:06,0,50.239.137.40,100,734,1,04/11/2019 21:06,R_1He5cUHpSe4FXo5,,,,,36.40280151,-97.86229706,anonymous,EN,,,,,i am,"4,5,6,7,8,9",1,1,1,1,0,0,62.842,0,,,5,6,0,0,21.51,0,,,5,6,1,1,1,1,2,12.725,14.217,39.685,2,,,6,4,0,0,35.2,0,,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,good the video,good,1,2
04/11/2019 20:55,04/11/2019 21:07,0,192.243.109.118,100,679,1,04/11/2019 21:07,R_2SjZzVIktn7Ftkt,,,,,36.16819763,-115.2165985,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,44.261,0,,,7,1,0,0,17.292,0,,,7,2,1,2,2,2,2,0,0,37.987,0,,,4,4,0,0,26.601,0,,,3,6,1,34,1,"On one of the videos, the employees worked together and knew each other well. Therefore, it would have been known ahead of time that one employee always uses the coffee pot every day. So, by using it as well on Friday, it was that person's fault for causing the power failure. However, on the other video, the employees did not know each other well and never would have known how often the other uses the coffee machine. So, they share equal blame for the power failure. This is how I made my judgements.",Thank you for the opportunity to participate!,4,2
04/11/2019 21:01,04/11/2019 21:08,0,76.87.178.24,100,425,1,04/11/2019 21:08,R_1QAtf3AtT6MSlL7,,,,,34.60380554,-118.2294998,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0.952,28.206,54.179,2,1,7,,,0,0,20.025,0,6,7,,,1,2,2,2,2,0,0,41.322,0,4,4,,,5.354,5.354,19.184,1,7,7,,,1,34,1,on the second set neither knew each other routines so the best scenario was not to use the coffee maker on friday. On the first set a routine was established therefore both knew who would use the coffee maker on friday.,,3,1
04/11/2019 21:03,04/11/2019 21:10,0,173.49.1.214,100,427,1,04/11/2019 21:10,R_3eeM2tgLjJr0N6m,,,,,39.93569946,-75.18319702,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,1,0,0,44.129,0,,,7,1,0,0,10.581,0,,,7,7,1,2,2,2,2,0,0,33.9,0,,,4,4,0,0,13.492,0,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,"Both coworkers  in both sets used the microwaves, and all were aware of the power restrictions. None should have planned on using the microwave on Friday.",,1,2
04/11/2019 21:06,04/11/2019 21:13,0,72.253.228.109,100,415,1,04/11/2019 21:13,R_2xK7EGxvZgg6eT8,,,,,19.58929443,-154.9925995,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,59.741,0,1,7,,,0,0,18.16,0,2,7,,,1,2,2,2,2,0,0,39.701,0,4,4,,,0,0,22.961,0,7,7,,,1,27,2,"In the first video, the co-workers did not know each other and therefore had no way of predicting the other would make coffee. In the second video, the worker who made coffee on Friday but not the other days knew his coworker would make coffee so he should not have made coffee. ",,4,1
04/11/2019 21:08,04/11/2019 21:16,0,184.103.39.84,100,472,1,04/11/2019 21:16,R_O7sZm1dQPKilZJf,,,,,33.34289551,-111.634697,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,1,4.753,9.895,51.418,2,,,7,1,4.228,5.442,15.819,2,,,5,1,1,2,2,2,1,1.179,3.294,36.03,3,,,1,1,0,0,22.537,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,"In the first video the two employees do not know each other, and therefore do not know each other's habits. Thus, I believe that neither can be blamed for causing the power outage. For the second video, the two employees share an office and they know each other and their habits. Therefore, the one who didn't use the microwave Monday through Thursday, should have known his coworkers would likely be using it on Friday. Therefore, he should not have used it on Friday, and is to blame for the power outage. Though, I didn't assign him complete blame because the company should be held responsible for such a ridiculous policy. ",I thought the survey was great and no improvements are needed. ,2,2
04/11/2019 21:10,04/11/2019 21:18,0,69.133.33.254,100,494,1,04/11/2019 21:18,R_0SPCSbiYK3kBbRD,,,,,39.62440491,-84.37640381,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,48.975,0,1,7,,,0,0,16.071,0,3,6,,,1,2,2,2,2,0,0,34.596,0,4,4,,,0,0,20.483,0,6,6,,,1,57,1,I made judgement based upon whether the person had reason to think the other person either made coffee or they weren't aware in which case they should not assume that the other person would not make coffee.,,3,1
04/11/2019 21:15,04/11/2019 21:23,0,165.231.210.14,100,503,1,04/11/2019 21:23,R_3hrSW6cHj1XgcmB,,,,,32.77670288,-96.80500031,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,1,0,0,61.263,0,2,6,,,14.297,14.297,14.774,1,7,7,,,1,2,2,2,2,0,0,86.058,0,1,1,,,0,0,20.32,0,5,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,"In the case of Tom, he is very selfish to think Ben won't use the microwave once a week. And Tom's partner should have know Tom is a consistent user of microwave and shouldn't have used it on Friday. Eddie and Neil is unavoidable. ",,1,1
04/11/2019 21:20,04/11/2019 21:28,0,68.227.190.171,100,526,1,04/11/2019 21:28,R_eEcMy2DSS1OeWCR,,,,,41.94839478,-71.41539764,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,43.301,0,1,6,,,0,0,14.4,0,2,6,,,1,2,2,2,2,0,0,38.509,0,2,2,,,0,0,17.491,0,5,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,"In the first story, neither person knew what the other was doing on any given day. In the second story, Ben should have expected Tom to use the microwave and planned accordingly.",,2,1
04/11/2019 21:23,04/11/2019 21:30,0,68.111.170.82,100,362,1,04/11/2019 21:30,R_31ocDxwmsFLtkQx,,,,,33.13659668,-117.0610962,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,51.734,0,,,7,1,0,0,20.051,0,,,5,5,1,1,2,2,2,0,0,32.425,0,,,1,1,0,0,15.846,0,,,4,4,1,28,1,"In the first video set, the two employees knew each other, therefore it felt more at fault since they knew who usually has coffee.  In the last video, the two did not know each other's habits at all so the power failure felt more a random chance.",,3,2
