StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q309,Q310,Q311,Q312,Q313,M_Both_Office,M_Both_Know,M_Both_Day,M_Both_Struc,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,M_Both_A1_1_1,M_Both_A2_1_1,M_Both_A2_2_1,M_Both_A1_2_1,M_Both_Freq,M_One_Office,M_One_Know,M_One_Day,M_One_Struc,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,M_One_A1_1_1,M_One_A2_1_1,M_One_A2_2_1,M_One_A1_2_1,M_One_Freq,M_Both_Ep_A1_1_1,M_Both_Ep_A2_1_1,M_One_Ep_A1_1_1,M_One_Ep_A2_1_1,M_One_Ep_A1_2_1,M_One_Ep_A2_2_1,M_Both_Ep_A1_2_1,M_Both_Ep_A2_2_1,K_Both_Office,K_Both_Know,K_Both_Day,K_Both_Struc,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,K_Both_A1_1_1,K_Both_A2_1_1,K_Both_A2_2_1,K_Both_A1_2_1,K_Both_Freq,K_One_Office,K_One_Know,K_One_Day,K_One_Struc,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,K_One_A1_1_1,K_One_A2_1_1,K_One_A2_2_1,K_One_A1_2_1,K_One_Freq,K_Both_Ep_A1_1_1,K_Both_Ep_A2_1_1,K_One_Ep_A1_1_1,K_One_Ep_A2_1_1,K_One_Ep_A1_2_1,K_One_Ep_A2_2_1,K_Both_Ep_A1_2_1,K_Both_Ep_A2_2_1,Age,Gender,Suggestions,Condition,QuestionOrder
2019-12-27 18:39:34,2019-12-27 19:24:27,0,49.207.130.15,100,2693,1,2019-12-27 19:24:27,R_1DXZzOrlSeO31Xk,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,84.801,0,,,4,4,"1,2",1,2,2,2,0,0,77.072,0,,,7,1,1,4,4,2,2,,,,,34,2,,3,2
2019-12-27 19:21:33,2019-12-27 19:25:11,0,171.49.173.145,100,218,1,2019-12-27 19:25:11,R_10TmYu5uIMtN7Xt,,,,,9.9405975341796875,76.26251220703125,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,1,2,2,2,0,0,50.469,0,7,7,,,"1,2",1,2,2,2,0,0,48.262,0,7,7,,,1,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,thankyou,2,1
2019-12-27 19:25:56,2019-12-27 19:30:25,0,122.164.106.4,100,268,1,2019-12-27 19:30:25,R_12lsb2jhUCcg5NA,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,JAMES,1,2,1,1,0,0,45.581,0,,,5,4,1,1,1,1,2,0,0,104.667,0,,,6,6,1,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,1,2
2019-12-27 19:46:49,2019-12-27 19:51:06,0,122.174.201.37,100,256,1,2019-12-27 19:51:06,R_2YrGo4Fpn5cdr78,,,,,9.9405975341796875,76.26251220703125,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,52.74,52.74,56.028,1,5,6,,,1,1,1,1,1,0,0,45.716,0,6,6,,,1,6,6,5,5,,,,,25,2,,3,1
2019-12-27 19:47:31,2019-12-27 19:53:23,0,76.125.244.14,100,351,1,2019-12-27 19:53:23,R_3KBF0xi8MwiZT8G,,,,,40.305206298828125,-79.54180145263671875,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,0,0,45.053,0,4,4,,,"1,2",2,2,2,2,41.893,41.893,42.139,1,4,6,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,none,1,1
2019-12-27 20:21:15,2019-12-27 20:29:16,0,71.76.243.180,100,481,1,2019-12-27 20:29:17,R_2w7iW0v9S9gTxFF,,,,,35.8726043701171875,-80.09290313720703125,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,55.684,0,,,5,5,"1,2",2,2,2,2,0,0,56.448,0,,,5,5,1,,,,,1,1,1,1,28,1,This was an interesting study.,4,2
2019-12-27 20:42:17,2019-12-27 20:49:14,0,65.101.40.14,100,416,1,2019-12-27 20:49:14,R_27v8UVAwf62brPJ,,,,,33.62860107421875,-112.33249664306640625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,59.85,0,,,7,7,"1,2",2,2,2,2,0,0,80.651,0,,,7,7,1,,,,,2,2,6,5,57,1,,4,2
2019-12-27 20:46:11,2019-12-27 20:51:57,0,122.164.93.186,100,345,1,2019-12-27 20:51:57,R_3iVelbrW7VSVW0e,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,"james ",1,1,1,1,0,0,51.469,0,6,4,,,1,1,1,1,1,0,0,47.063,0,6,4,,,1,,,,,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,very interesting and good.,2,1
2019-12-27 22:03:51,2019-12-27 22:08:35,0,70.95.30.129,100,283,1,2019-12-27 22:08:35,R_89esPSpLDYi7t9n,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,1,1,2,0,0,45.515,0,,,4,4,"1,2",2,2,2,2,0,0,53.373,0,,,5,3,1,7,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,1,2
2019-12-27 22:40:25,2019-12-27 23:06:58,0,24.147.73.45,100,1593,1,2019-12-27 23:06:59,R_1OlhEKbcWmCb5Ce,,,,,42.7239990234375,-71.47899627685546875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,86.492,86.492,87.379,1,5,5,,,"1,2",2,2,2,2,0,0,56.694,0,5,5,,,"1,2",5,5,5,5,,,,,33,1,,3,1
2019-12-28 17:09:28,2019-12-28 17:10:41,0,74.134.155.117,100,73,1,2019-12-28 17:10:43,R_1pMr1kvBGdTeOnX,,,,,38.308502197265625,-85.81600189208984375,anonymous,EN,"4,5,6,7,8,9",,,,noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:09:38,2019-12-28 17:10:43,0,67.21.32.150,100,64,1,2019-12-28 17:10:44,R_3lPl7jWB0M8Jcx5,,,,,35.2368927001953125,-80.89569854736328125,anonymous,EN,"4,5,6,7,8,9",,,," ""It's a beautiful day, isn't it?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:10:48,2019-12-28 17:12:33,0,67.21.32.150,100,105,1,2019-12-28 17:12:33,R_Qb5379To5EUI145,,,,,35.2368927001953125,-80.89569854736328125,anonymous,EN,"4,5,6,7,8,9",,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:09:12,2019-12-28 17:13:28,0,174.241.7.181,100,255,1,2019-12-28 17:13:29,R_3JzlruaSzCDWJDL,,,,,39.6195068359375,-86.1551971435546875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1.643,39.298,43.339,10,,,4,4,"1,2",2,2,2,1,2.017,53.471,54.943,5,,,1,7,1,,,,,4,4,4,5,55,1,,4,2
2019-12-28 17:09:11,2019-12-28 17:13:47,0,72.213.52.10,100,276,1,2019-12-28 17:13:48,R_22z9DevmdSzw0td,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,56.201,0,5,5,,,"1,2",2,2,2,2,0,0,52.751,0,5,5,,,1,3,3,2,3,,,,,26,1,,3,1
2019-12-28 17:09:02,2019-12-28 17:14:23,0,70.184.148.219,100,321,1,2019-12-28 17:14:24,R_z8YjIwkxzVE3gaJ,,,,,37.2700958251953125,-79.9586029052734375,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,68.337,0,,,7,7,"1,2",2,2,2,2,0,0,47.194,0,,,7,7,1,1,1,1,1,,,,,54,1,,3,2
2019-12-28 17:09:10,2019-12-28 17:15:02,0,64.121.88.155,100,351,1,2019-12-28 17:15:02,R_32Sg3xelgOlIdgJ,,,,,40.529296875,-75.50099945068359375,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,2,2,2,51.697,51.697,52.074,1,4,4,,,"1,2",2,2,2,2,0,0,52.848,0,3,5,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,1,1
2019-12-28 17:09:25,2019-12-28 17:15:22,0,67.162.86.121,100,357,1,2019-12-28 17:15:22,R_27WGXP7wmFBbBNi,,,,,41.970306396484375,-87.66400146484375,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,1,2,2,2,0,0,46.526,0,,,4,4,"1,2",2,2,2,2,0,0,51.984,0,,,2,6,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,No comments,2,2
2019-12-28 17:09:22,2019-12-28 17:15:34,0,198.228.133.105,100,371,1,2019-12-28 17:15:35,R_sRO5Gts4NpFTEMF,,,,,34.0240020751953125,-84.23960113525390625,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,1,1,1,2,0,0,54.182,0,6,6,,,"1,2",1,1,1,2,0,0,53.997,0,4,7,,,1,,,,,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,No comment,2,1
2019-12-28 17:10:18,2019-12-28 17:15:39,0,162.154.104.94,100,320,1,2019-12-28 17:15:39,R_1ILxldt7qiiBA6E,,,,,39.109100341796875,-84.6082000732421875,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,2,2,2,0,0,43.095,0,,,5,5,"1,2",2,2,2,2,0,0,42.048,0,,,5,5,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,,1,2
2019-12-28 17:09:16,2019-12-28 17:15:52,0,208.81.193.242,100,396,1,2019-12-28 17:15:53,R_cCN1DHPPmhkQff3,,,,,42.4674072265625,-91.88030242919921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,1,2,2,2,14.26,50.546,52.285,4,,,5,5,"1,2",1,2,2,2,43.095,43.095,45.914,1,,,5,4,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,,1,2
2019-12-28 17:14:21,2019-12-28 17:16:03,0,122.164.91.160,100,102,1,2019-12-28 17:16:04,R_1q8jYpol6h36kXw,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:09:38,2019-12-28 17:16:41,0,104.156.125.63,100,423,1,2019-12-28 17:16:41,R_3fDiqgpRfbDazaK,,,,,37.6609954833984375,-82.76360321044921875,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,72.298,0,5,5,,,"1,2",2,2,2,2,0,0,70.322,0,5,3,,,1,,,,,2,2,2,2,32,1,No problems. Everything worked well.,4,1
2019-12-28 17:10:59,2019-12-28 17:17:38,0,74.134.155.117,100,399,1,2019-12-28 17:17:38,R_1l0pUywDPKD6wG5,,,,,38.308502197265625,-85.81600189208984375,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,2,2,2,0,0,43.188,0,7,7,,,"1,2",2,2,2,2,0,0,44.102,0,4,7,,,1,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2,none,2,1
2019-12-28 17:11:21,2019-12-28 17:18:15,0,75.89.27.75,100,414,1,2019-12-28 17:18:15,R_AO79UUV3xhWCw3n,,,,,29.8096923828125,-82.467498779296875,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,2,2,2,0,0,47.971,0,,,4,4,"1,2",2,2,2,2,0,0,44.001,0,,,2,4,1,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,"If they don't know each other and don't know what the other is doing, how can anyone be to blame. There should be an office wide email that says just to use the microwave in the kitchen on Friday.",2,2
2019-12-28 17:16:46,2019-12-28 17:19:02,0,122.164.229.6,100,136,1,2019-12-28 17:19:03,R_3jdEpV5TaXYFgkU,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,it is a beautiful day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:11:26,2019-12-28 17:19:03,0,49.37.203.242,100,457,1,2019-12-28 17:19:04,R_T0ha6TDLGxc1LoZ,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,1,1,1,0,0,47.916,0,6,7,,,"1,2",2,1,2,2,0,0,60.447,0,6,7,,,1,5,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,it was really good improvements survey.,1,1
2019-12-28 17:17:53,2019-12-28 17:19:24,0,49.37.198.243,100,90,1,2019-12-28 17:19:24,R_1nZokyWkJCRwpaj,,,,,17.3845977783203125,78.4573974609375,anonymous,EN,"4,5,6,7,8,9",,,"ava ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:19:07,2019-12-28 17:19:51,0,122.164.229.6,100,44,1,2019-12-28 17:19:51,R_10AypwuqqSpIXc7,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:09:11,2019-12-28 17:20:04,0,157.51.122.24,100,652,1,2019-12-28 17:20:05,R_pQ36dkfgWFC68b7,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,0,0,294.983,0,6,6,,,2,1,1,1,2,12.052,79.649,80.765,2,7,6,,,1,,,,,7,7,7,7,28,1,,4,1
2019-12-28 17:19:56,2019-12-28 17:20:47,0,122.164.229.6,100,50,1,2019-12-28 17:20:47,R_2qa5TSHCAHcJrB6,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:16:43,2019-12-28 17:20:59,0,162.193.23.43,100,255,1,2019-12-28 17:20:59,R_shAFQN9BFgZnLAl,,,,,29.691802978515625,-95.6526031494140625,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,2,2,2,0,0,43.532,0,,,6,6,"1,2",2,2,2,2,0,0,43.535,0,,,4,4,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,1,2
2019-12-28 17:09:15,2019-12-28 17:21:33,0,73.194.199.39,100,737,1,2019-12-28 17:21:33,R_VLnMs0cEseOrr5T,,,,,39.757598876953125,-74.249603271484375,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,54.074,0,,,3,3,"1,2",2,2,2,2,0,0,52.942,0,,,3,3,1,,,,,2,6,6,6,45,1,no problems,4,2
2019-12-28 17:20:53,2019-12-28 17:21:40,0,122.164.229.6,100,46,1,2019-12-28 17:21:41,R_xFKWrd2EeqRNsop,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",case sensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:17:28,2019-12-28 17:21:51,0,67.245.78.185,100,262,1,2019-12-28 17:21:51,R_1C2WEf8Ox62kkUc,,,,,40.701507568359375,-73.84220123291015625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,2,0,0,43.012,0,,,4,4,"1,2",2,2,2,2,0,0,41.654,0,,,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,2
2019-12-28 17:16:26,2019-12-28 17:22:03,0,174.55.253.157,100,336,1,2019-12-28 17:22:03,R_25EF5jrIOO1GqeN,,,,,41.1407928466796875,-77.444000244140625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,52.411,0,,,4,4,"1,2",2,2,2,2,9.561,26.422,53.688,3,,,4,4,1,,,,,1,1,1,1,30,1,,4,2
2019-12-28 17:16:39,2019-12-28 17:22:40,0,64.184.8.188,100,361,1,2019-12-28 17:22:41,R_2ylLX7icIpbCKEk,,,,,39.789093017578125,-85.8094024658203125,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,0,0,47.621,0,7,7,,,"1,2",2,2,2,2,0,0,46.396,0,7,7,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,none,2,1
2019-12-28 17:09:32,2019-12-28 17:22:56,0,50.45.9.72,100,804,1,2019-12-28 17:22:57,R_BrGzzdF84moUsVz,,,,,37.7241058349609375,-88.9300994873046875,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,124.117,220.309,275.54,4,,,4,4,"1,2",2,2,2,2,0,0,106.575,0,,,4,4,1,1,1,1,1,,,,,44,2,The videos loaded very slow.,3,2
2019-12-28 17:13:43,2019-12-28 17:23:24,0,174.30.39.197,100,580,1,2019-12-28 17:23:24,R_1Nt4XFXN5RqZK7L,,,,,38.54229736328125,-92.15290069580078125,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,122.343,0,4,4,,,"1,2",2,2,2,2,76.551,76.551,201.539,1,4,4,,,1,7,7,1,1,,,,,29,1,,3,1
2019-12-28 17:16:26,2019-12-28 17:23:52,0,79.27.0.204,100,446,1,2019-12-28 17:23:53,R_1dEIVpv1SJaZwdK,,,,,37.604705810546875,15.120697021484375,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,45.529,0,,,2,2,"1,2",2,2,2,2,0,0,49.047,0,,,2,2,1,,,,,2,2,2,2,23,2,,4,2
2019-12-28 17:17:08,2019-12-28 17:24:03,0,174.126.135.169,100,415,1,2019-12-28 17:24:04,R_1P5X6tX6GCoNDqj,,,,,34.5926055908203125,-112.423797607421875,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,1,2,2,53.498,53.498,53.816,1,1,1,,,"1,2",2,1,2,2,0,0,46.09,0,1,1,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,2,1
2019-12-28 17:19:59,2019-12-28 17:27:09,0,49.37.198.243,100,430,1,2019-12-28 17:27:10,R_1r0y6iRzDl6zds0,,,,,17.3845977783203125,78.4573974609375,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,0,0,74.275,0,7,7,,,1,2,1,1,2,0,0,71.523,0,7,6,,,1,4,4,6,5,,,,,34,1,Good,3,1
2019-12-28 17:20:46,2019-12-28 17:28:00,0,204.116.92.61,100,433,1,2019-12-28 17:28:00,R_001KYpqOblF8NG1,,,,,34.65460205078125,-80.36389923095703125,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2.14,26.945,74.533,5,,,7,7,"1,2",2,2,2,2,1.093,14.977,76.241,3,,,7,7,1,1,1,1,1,,,,,44,1,,3,2
2019-12-28 17:23:16,2019-12-28 17:28:22,0,73.25.149.154,100,305,1,2019-12-28 17:28:22,R_2dgB2uvVUEezluS,,,,,45.6652069091796875,-122.5214996337890625,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,0,0,48.056,0,1,1,,,"1,2",2,2,2,2,0,0,45.331,0,1,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,1,1
2019-12-28 17:22:05,2019-12-28 17:29:10,0,122.164.229.6,100,425,1,2019-12-28 17:29:11,R_2xStUsGeLjSWCHQ,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",liam is talking to emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:16:13,2019-12-28 17:31:49,0,122.164.91.160,100,936,1,2019-12-28 17:31:50,R_3jSx2454gWMJCV5,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,52.759,52.759,113.238,1,6,4,,,"1,2",1,2,2,2,0,0,137.512,0,6,3,,,1,7,1,2,2,,,,,33,1,Imporve,3,1
2019-12-28 17:23:49,2019-12-28 17:32:08,0,49.207.128.162,100,499,1,2019-12-28 17:32:08,R_31gdwPqHKC1zD3J,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,james,1,1,1,1,29.021,29.021,54.415,1,,,6,5,1,1,1,1,1,27.976,27.976,46.263,1,,,6,6,1,,,,,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,good,2,2
2019-12-28 17:34:46,2019-12-28 17:38:58,0,71.224.61.98,100,252,1,2019-12-28 17:38:58,R_ZaYWBNV9SaV3WCd,,,,,40.0782012939453125,-75.1298980712890625,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,50.372,0,,,6,6,"1,2",2,2,2,2,20.581,20.581,51.424,1,,,6,5,1,4,4,4,4,,,,,25,2,I chose 1 kettle instead of 2 kettles for the first one,3,2
2019-12-28 17:32:01,2019-12-28 17:41:27,0,122.174.203.25,100,566,1,2019-12-28 17:41:28,R_265aHRjneuBRfey,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,73.634,0,6,5,,,"1,2",1,2,2,1,0,0,70.33,0,2,2,,,1,,,,,2,2,6,5,25,1,Good,4,1
2019-12-28 17:15:51,2019-12-28 17:43:37,0,223.182.200.184,100,1665,1,2019-12-28 17:43:37,R_2zvGwGWOM05HZZG,,,,,11.00750732421875,76.96710205078125,anonymous,EN,"4,5,6,7,8,9",EMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:38:39,2019-12-28 17:44:51,0,173.63.61.15,100,372,1,2019-12-28 17:44:52,R_12EIB7oRMnH1J8O,,,,,40.9456939697265625,-74.1826019287109375,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,50.698,0,7,7,,,"1,2",2,2,2,2,8.618,8.618,56.05,1,4,4,,,1,,,,,1,1,1,1,56,2,"I hope I did this right, it was what I remembered and figured.",4,1
2019-12-28 17:40:15,2019-12-28 17:45:23,0,73.187.47.196,100,308,1,2019-12-28 17:45:23,R_2VL2eIgtYxbZjhF,,,,,40.178802490234375,-77.00469970703125,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,0,0,45.988,0,,,4,4,"1,2",2,2,2,2,0,0,47.875,0,,,4,4,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,none,2,2
2019-12-28 17:44:48,2019-12-28 17:46:27,0,223.182.200.184,100,98,1,2019-12-28 17:46:28,R_1gehfD3j4KKmmXF,,,,,11.00750732421875,76.96710205078125,anonymous,EN,"4,5,6,7,8,9",,,,noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 17:42:22,2019-12-28 17:50:10,0,157.51.97.137,100,468,1,2019-12-28 17:50:10,R_ealbmocXLQQiQpj,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,82.936,0,4,6,,,1,1,2,2,2,0,0,71.724,0,1,7,,,2,5,4,4,6,,,,,28,1,no,3,1
2019-12-28 17:48:27,2019-12-28 17:54:30,0,70.114.219.58,100,362,1,2019-12-28 17:54:30,R_7OjAzRG3Ihe1Z0R,,,,,30.34710693359375,-97.76490020751953125,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,1,2,1,0,0,45.212,0,,,6,6,"1,2",2,2,2,1,0,0,45.498,0,,,3,7,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,,1,2
2019-12-28 17:51:16,2019-12-28 17:56:21,0,108.53.56.59,100,305,1,2019-12-28 17:56:22,R_2SCc0N8zWWAVhk4,,,,,40.8491973876953125,-73.97350311279296875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,51.269,0,,,7,7,"1,2",2,2,2,2,0,0,55.58,0,,,6,7,1,1,1,1,1,,,,,39,1,,3,2
2019-12-28 17:56:36,2019-12-28 18:03:10,0,47.150.179.138,100,393,1,2019-12-28 18:03:10,R_22DE2n8NxfWiZF2,,,,,34.480194091796875,-117.4093017578125,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,81.737,0,7,7,,,"1,2",2,2,2,2,0,0,98.983,0,7,7,,,1,,,,,4,4,4,4,54,2,Thank you,4,1
